Target,Target (Unofficial English translation generated by Artificial Intelligence),Country,Country ISO3,Provenance,Reference year,Expected year of achievement,Location,Location (Unofficial English translation generated by Artificial Intelligence),Total Target Area (km²),Type of LDN intervention,Restore/improve tree covered areas,Increase tree covered areas extent,Restore/improve croplands,Restore/improve grasslands,Restore/improve wetlands,Increase soil fertility and carbon stock,Manage artificial surfaces,Restore/improve protected areas,Increase protected areas,Improve coastal management,General instrument (e.g. policies/economic incentives),Restore/improve multiple land uses,Reduce/halt conversion of multiple land uses,Restore/improve multiple functions,Restore productivity and soc in croplands and grasslands,Other/general/unspecified,Level of achievement,Other important goals addressed by this target,Validation level,Geometry UID,Geometry type
"D’ici à 2030 et par rapport à la situation de 2010, accroitre de 1.5% (soit 150 000 ha soit 1500 km2) la superficie des forêts de la Guinée","By 2030, compared to the situation in 2010, increase the area of forests in Guinea by 1.5% (equivalent to 150,000 hectares or 1,500 square kilometers).",Guinea,GIN,Participation in the LDN Target Setting Programme,NA,2030,"Basse Guinée, Moyenne Guinée, Haute Guinée, Guinée Forestière","Basse Guinée, Moyenne Guinée, Haute Guinée, Guinée Forestière

Lower Guinea, Middle Guinea, Upper Guinea, Forest Guinea",1500.00,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
1.4 Improve tree cover management
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,NA,"5 Restore/improve wetlands
5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
5.2 Restore/preserve wetlands and reduce degradation of wetlands
","6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Maintain the current level of SOC
6.5 Improve watershed/landscape management
","7 Manage artificial surfaces
7.1 Restore degraded mining areas
7.2 Improve land productivity on artificial surfaces
","8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
","9 Increase protected areas
9.1 Increase protected area extent","10 Improve coastal management
10.1 Reduce coastal erosion
10.2 Reduce saline water intrusion in coastal zones
","11 General instrument (e.g. policies, economic incentives)",NA,NA,14 Restore/improve multiple functions,15 Restore productivity and soil organic carbon stock in croplands and grasslands,"16 Other/general/unspecified
16.1 Avoid/prevent/halt degradation (of degraded lands)
16.2 Restore vegetation cover (unspecified land use)
16.3 Achieve LDN
",ongoing,"AFR100
Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
Other: (Initiative présidentielle de reboisement, Campagne nationale de reboisement)
(Unofficial English translation generated by Artificial Intelligence: Presidential reforestation initiative, National reforestation campaign)
",active,NA,NA
"D’ici à 2030 et par rapport à la situation de 2010, réduire de moitié (324 700 ha soit 3247 Km2) les terres présentant une tendance négative en matière de productivité nette","By 2030 and compared to the situation in 2010, reduce by half (324,700 hectares or 3247 km2) the land showing a negative trend in terms of net productivity.",Guinea,GIN,Participation in the LDN Target Setting Programme,NA,2030,"Basse Guinée, Moyenne Guinée, Haute Guinée, Guinée Forestière","Lower Guinea, Middle Guinea, Upper Guinea, Forested Guinea",3247.00,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
1.4 Improve tree cover management
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)","3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
3.2 Improve water use for irrigation
3.3 Rehabilitate bare or degraded land for crop production
3.4 Practise sustainable land management
",NA,"5 Restore/improve wetlands
5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
5.2 Restore/preserve wetlands and reduce degradation of wetlands
","6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Maintain the current level of SOC
6.5 Improve watershed/landscape management
","7 Manage artificial surfaces
7.1 Restore degraded mining areas
7.2 Improve land productivity on artificial surfaces
","8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
","9 Increase protected areas
9.1 Increase protected area extent","10 Improve coastal management
10.1 Reduce coastal erosion
10.2 Reduce saline water intrusion in coastal zones
","11 General instrument (e.g. policies, economic incentives)",NA,NA,14 Restore/improve multiple functions,15 Restore productivity and soil organic carbon stock in croplands and grasslands,"16 Other/general/unspecified
16.1 Avoid/prevent/halt degradation (of degraded lands)
16.2 Restore vegetation cover (unspecified land use)
16.3 Achieve LDN
",ongoing,"AFR100
Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
Other: (Campagne Nationale de reboisement, initiative présidentielle de reboisement)
(Unofficial English translation generated by Artificial Intelligence: National Reforestation Campaign, presidential reforestation initiative)
",active,NA,NA
"Plantation de 40.000 ha de terres par an, soit 4,5% du pays pour atteindre les objectifs de la LDN/NTD d'ici 2030","Planting 40,000 hectares of land per year, which is 4.5% of the country, to achieve the LDN/NTD goals by 2030.",Guinea-Bissau,GNB,Participation in the LDN Target Setting Programme,NA,2030,Guinée-Bissau,Guinea-Bissau,400.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
"Récupération de 26.000 ha de bas fonds propice à la riziculture (étangs d'eaux salées et d'eaux douces), le programme vise à établir la dynamique de productivité des terres et à favoriser une croissance d'au moins de 1,5% sur le pourcentage des terres considérées comme dégradées.","Recovery of 26,000 hectares of lowlands suitable for rice cultivation (saltwater and freshwater ponds), the program aims to establish land productivity dynamics and promote a growth of at least 1.5% in the percentage of land considered degraded.",Guinea-Bissau,GNB,Participation in the LDN Target Setting Programme,NA,2030,sur l'ensemble de la Guinée-Bissau,There is no meaning to the text provided.,260.00,"Avoid
Reduce
Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
3.2 Rehabilitate bare or degraded land for crop production
3.3 Practise sustainable land management
3.4 Halt/reduce conversion of cropland to other land cover types
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
"Atteindre en 2030 un stock national de carbone supérieur à 70,2 ton/ha",Achieve a national carbon stock of more than 70.2 tons/ha by 2030.,Guinea-Bissau,GNB,Participation in the LDN Target Setting Programme,NA,2030,Guinée-Bissau,Guinea-Bissau,NA,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
1.4 Improve tree cover management
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
"LDN is achieved at the national level: aim is no net loss for the whole land area of the country and all its land cover classes, compared to the 2000-2010 baseline. (by 2030)",NA,Guyana,GUY,Participation in the LDN Target Setting Programme,NA,2030,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Achieve LDN
",ongoing,NA,active,NA,NA
The LDN TSP is aligned to the global SDG15 to achieve by 2030,NA,Guyana,GUY,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Achieve LDN
",ongoing,NA,active,NA,NA
Renforcement de la protection et de la conservation des écosystèmes forestiers.,Enhancement of protection and conservation of forest ecosystems.,Haiti,HTI,PRAIS 3 (2018 reporting),NA,2019,National,NA,NA,NA,"1 Restore/improve tree-covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
Multiplication et renforcement des activités d'aménagement durable des bassins versant dégradés.,Multiplication and strengthening of sustainable development activities in degraded watersheds.,Haiti,HTI,PRAIS 3 (2018 reporting),NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
"Corrective measure: Forest rehabilitation. Negative trend: Conversion of forests into shrubs, grasslands and sparsely vegetated areas with declining productivity",NA,Indonesia,IDN,LDN Pilot Project,NA,2040,NA,NA,2637.30,NA,"1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Corrective measure: Forest rehabilitation. Negative trend: Conversion of forests into cropland with early signs of declining productivity or stable and not stressed,NA,Indonesia,IDN,LDN Pilot Project,NA,2040,NA,NA,17597.00,NA,"1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Corrective measure: Forest rehabilitation. Negative trend: Forest showing early signs of decline and having a declining productivity,NA,Indonesia,IDN,LDN Pilot Project,NA,2040,NA,NA,40831.50,NA,"1 Restore/improve tree-covered areas
1.1 Restore tree-covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Corrective measure: sustainable land management practice by applying soil and water conservation technology using mechanic and vegetation method.
Negative trend: Shrubs, grasslands and sparsely vegetation showing early signs of decline and having a declining productivity",NA,Indonesia,IDN,LDN Pilot Project,NA,2040,NA,NA,10392.80,NA,NA,NA,"3 Restore/improve croplands
3.1 Practise sustainable land management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
Corrective measure: sustainable land management practice by applying soil and water conservation technology using mechanic and vegetation method. Negative trend: Cropland showing declining productivity and early signs of decline,NA,Indonesia,IDN,LDN Pilot Project,NA,2040,NA,NA,45417.90,NA,NA,NA,"3 Restore/improve croplands
3.1 Practise sustainable land management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Corrective measure: Mangrove forest rehabilitation. Negative trend: Wetland and water area showing
declining productivity and early signs of decline",NA,Indonesia,IDN,LDN Pilot Project,NA,2040,NA,NA,6202.90,NA,"1 Restore/improve tree-covered areas
",NA,NA,NA,"5 Restore/improve wetlands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Corrective measure: sustainable land management practice by applying soil and water conservation technology using mechanic and vegetation method. Negative trend: Shrubs, grasslands and sparsely vegetation increasing productivity",NA,Indonesia,IDN,LDN Pilot Project,NA,2040,NA,NA,14678.80,NA,NA,NA,"3 Restore/improve croplands
3.1 Practise sustainable land management
",NA,NA,NA,NA,NA,NA,NA,NA,12 Restore/improve multiple land uses,NA,NA,NA,NA,ongoing,NA,active,NA,NA
 تحسين الإنتاجية ومخزون الكربون العضوي في التربة في 80000 هكتار من المحاصيل السنوية والأراضي الزراعية بحلول عام 2035 مقارنة بعام 2017.,"Improve productivity and organic carbon stock in the soil on 80,000 hectares of annual crops and agricultural land by 2035 compared to 2017.",Iraq,IRQ,2022 reporting,NA,2035,NA,NA,800.00,"Avoid
Reduce
Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
",NA,NA,"6 Increase soil fertility and carbon stock
",NA,NA,NA,NA,NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,NA,NA,active,NA,NA
زيادة المستويات الحالية  لتخزين التربة للكربون العضوي بحلول عام 2035: للشجيرات والأراضي العشبية ؛ أرض المحاصيل.,Increase current levels of soil organic carbon storage by 2035: for shrubs and grasslands; crop land.,Iraq,IRQ,2022 reporting,NA,2035,NA,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,"3 Restore/improve croplands
","4 Restore/improve grasslands
",NA,"6 Increase soil fertility and carbon stock
",NA,NA,NA,NA,NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,NA,NA,active,NA,NA
تحويل الأراضي الجرداء إلى أراضي رعوية بمساحة 100،000 هكتار بحلول عام 2035 مقارنة بعام 2017.,"Convert degraded land into pasture land covering an area of 100,000 hectares by the year 2035 compared to 2017.",Iraq,IRQ,2022 reporting,NA,2035,NA,NA,1000.00,"Avoid
Reduce
Reverse
",NA,NA,NA,"4 Restore/improve grasslands
",NA,"6 Increase soil fertility and carbon stock
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
تقليل نسبة التملح عن طريق تحسين الإنتاجية ومخزون الكربون في التربة في الأراضي الزراعية 10000 هكتار. بحلول عام 2035 مقارنة بعام 2017.,"Reducing salinity by improving productivity and carbon stock in the soil in agricultural lands by 10,000 hectares by 2035 compared to 2017.",Iraq,IRQ,2022 reporting,NA,2035,NA,NA,100.00,"Avoid
Reduce
Reverse
",NA,NA,"3 Restore/improve croplands
",NA,NA,"6 Increase soil fertility and carbon stock
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
تحويل أراضي الكثبان الرملية إلى أراضٍ عشبية في 150000 هكتار بحلول عام 2035 مقارنة بعام 2017.,"Convert sandy desert lands into grasslands on 150,000 hectares by 2035 compared to 2017.",Iraq,IRQ,2022 reporting,NA,2035,NA,NA,1500.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,NA
Declining productivity in dryland forests: Identification of causes of decline of productivity for selecting appropriate measures of rehabilitation and rehabilitation measures in 200 sq km.,NA,Italy,ITA,Participation in the LDN Target Setting Programme,NA,2030,"Local hospots, definition ongoing",NA,200.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
ECCA30
Other: (Agenda 2030)
(Unofficial English translation generated by Artificial Intelligence: Agenda 2030)
",active,NA,NA
Declining productivity in non-dryland forests: Identification of causes of decline of productivity for selecting appropriate measures of rehabilitation and rehabilitation measures in 12.000 sq km.,NA,Italy,ITA,Participation in the LDN Target Setting Programme,NA,2030,"Local hospots, definition ongoing",NA,12000.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
ECCA30
Other: (Agenda 2030)
(Unofficial English translation generated by Artificial Intelligence: Agenda 2030)
",active,NA,NA
"Declining productivity in
shrubs, grasslands and sparsely vegetation in drylands: Identification of causes of decline of productivity for selecting appropriate measures of rehabilitation and rehabilitation measures in 50 sq km.",NA,Italy,ITA,Participation in the LDN Target Setting Programme,NA,2030,"Local hospots, definition ongoing",NA,50.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
ECCA30
Other: (Agenda 2030)
(Unofficial English translation generated by Artificial Intelligence: Agenda 2030)
",active,NA,NA
"Declining productivity in
shrubs, grasslands and sparsely vegetation in non-drylands: Identification of causes of decline of productivity for selecting appropriate measures of rehabilitation and rehabilitation measures in 1.000 sq km.",NA,Italy,ITA,Participation in the LDN Target Setting Programme,NA,2030,"Local hospots, definition ongoing",NA,1000.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
ECCA30
Other: (Agenda 2030)
(Unofficial English translation generated by Artificial Intelligence: Agenda 2030)
",active,NA,NA
"Declining productivity in
cropland in drylands: Identification of causes of decline of productivity for selecting appropriate measures of rehabilitation and rehabilitation measures in 1.000 sq km.",NA,Italy,ITA,Participation in the LDN Target Setting Programme,NA,2030,"Local hospots, definition ongoing",NA,1000.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
Other: (Agenda 2030)
(Unofficial English translation generated by Artificial Intelligence: Agenda 2030)
",active,NA,NA
"Declining productivity in
cropland in non-drylands: Identification of causes of decline of productivity for selecting appropriate measures of rehabilitation and rehabilitation measures in 10.000 sq km.",NA,Italy,ITA,Participation in the LDN Target Setting Programme,NA,2030,"Local hospots, definition ongoing",NA,10000.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
ECCA30
Other: (Agenda 2030)
(Unofficial English translation generated by Artificial Intelligence: Agenda 2030)
",active,NA,NA
No Net Land Take,No Net Land Take,Italy,ITA,"Other: (Land use planning attributes to local authorities in the Italy Istitutional framework.)
",NA,2050,"Local target of ‘’no net land take’’ identified in some Italy regions (Emilia Romagna, Veneto and Lombardia) linked to urban planning.",NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"ECCA30
Other: (Agenda 2030)
(Unofficial English translation generated by Artificial Intelligence: Agenda 2030)
",active,NA,NA
To achieve LDN in Manchester through the improved ability of the parish to increase biomass production. ,NA,Jamaica,JAM,Participation in the LDN Target Setting Programme,NA,2030,Manchester,Manchester,830.00,"Reverse
",NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Increase carbon stock and reduce soil/land degradation
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"10% improvement in productivity and SOC stocks in cropland and grasslands for the entire country, as well, as reduce soil erosion by 15%. ",NA,Jamaica,JAM,Participation in the LDN Target Setting Programme,NA,2030,Jamaica,Jamaica,NA,"Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,ongoing,NA,active,NA,NA
Increase forest cover by 5% through reforestation activities across the country. ,NA,Jamaica,JAM,Participation in the LDN Target Setting Programme,NA,2030,Jamaica,"I'm sorry, ""Jamaica"" is already in English.",200.00,"Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"United Nations Framework Convention
",active,NA,NA
Coordinate with the Forest Department and others to increase by at least 50% reforestation efforts in the specific parishes.,NA,Jamaica,JAM,Participation in the LDN Target Setting Programme,NA,2030,"Hanover, Portland, St. Andrew, St. James and St. Mary ",NA,NA,"Reverse
","1 Restore/improve tree-covered areas
1.1 Restore tree-covered areas
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Develop policy framework to assess the implications of urban expansion on agricultural lands in the parishes of St. James, St. Catherine, Clarendon, St.  Andrew and St. Thomas.",NA,Jamaica,JAM,Participation in the LDN Target Setting Programme,NA,2030,"St. James, St. Catherine, Clarendon, St.  Andrew and St. Thomas.",NA,NA,"Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Incorporate LDN measures within Local Sustainable Plans for all parishes,NA,Jamaica,JAM,Participation in the LDN Target Setting Programme,NA,2030,Jamaica,Jamaica,NA,"Avoid
Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
"Increase efforts to rehabilitate and replant mangroves in South Clarendon, St Elizabeth and St. Catherine.",NA,Jamaica,JAM,Participation in the LDN Target Setting Programme,NA,2030,"South Clarendon, St. Elizabeth and St. Catherine ",NA,NA,"Reduce
Reverse
",NA,NA,NA,NA,"5 Restore/improve wetlands
5.1 Restore/preserve wetlands and reduce degradation of wetlands
",NA,NA,NA,NA,"10 Improve coastal management
10.1 Reduce coastal erosion
",NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
To rehabilitate 25% of degraded lands in Manchester and an additional 4500 ha (45 km2) in other parts of the country through the introduction of sustainable crop production. ,NA,Jamaica,JAM,Participation in the LDN Target Setting Programme,NA,2030,Manchester and other selected areas in other parts of the country ,NA,45.00,"Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Avoid/prevent/halt degradation (of degraded lands)
16.2 Improve land productivity (unspecified land use)
",ongoing,NA,active,NA,NA
To improve productivity of the land by restoring 10% of degraded areas with 6806 ha (68.06 km2) of cropland in the country through sustainable land management practices. ,NA,Jamaica,JAM,Participation in the LDN Target Setting Programme,NA,2030,10% degraded areas on the country ,NA,68.06,"Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Avoid/prevent/halt degradation (of degraded lands)
16.2 Improve land productivity (unspecified land use)
",ongoing,NA,active,NA,NA
Reduce forest conversion by implementing restoration and rehabilitation projects. ,NA,Jamaica,JAM,2022 reporting,NA,2030,Jamaica,Jamaica,400.00,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Improve tree cover management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"United Nations Framework Convention
",active,NA,NA
Promote and adopt sustainable soil management practices and soil loss prevention methods.,NA,Jamaica,JAM,Participation in the LDN Target Setting Programme,NA,2030,Jamaica,Jamaica,NA,"Avoid
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,"16 Other/general/unspecified
16.1 Other/general/unspecified
",ongoing,NA,active,NA,NA
Strengthen the monitoring and enforcement regime of the Land Development and Utilization Act through financial and human resources.,NA,Jamaica,JAM,2022 reporting,NA,2030,Jamaica,Jamaica,NA,"Avoid
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
NA,NA,Japan,JPN,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,Polygon
NA,NA,Japan,JPN,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,Polygon
NA,NA,Japan,JPN,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,Polygon
NA,NA,Japan,JPN,2022 reporting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,active,NA,Polygon
•	بحلول عام 2030 ، تعزيز تنفيذ الإدارة المجتمعية للغابات  واستعادة المناظر الطبيعية للغابات باستخدام الأنواع الأصلية  وتجنب الرعي الجائر بإغلاق مناطق،  وأنظمة سبل العيش البديلة ، وضمان استعادة 3.0 ٪ من موطنها الحرجي والغابات المفقودة بين عامي 1990-2005,"By 2030, enhancing the implementation of community forest management and forest landscape restoration using native species, avoiding overgrazing by closing areas, promoting alternative livelihood systems, and ensuring the restoration of 3.0% of its degraded and lost forests between 1990-2005.",Jordan,JOR,LDN Pilot Project,NA,2030,المملكة الأردنية الهاشمية,The Hashemite Kingdom of Jordan.,2670.00,"Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
1.4 Restore/improve grasslands
1.5 Improve tree cover management
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,NA,NA,NA,NA,"8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
",NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
•	بحلول عام 2030 ، ضمان إعادة تأهيل وتحسين إنتاجية 50 كم2  من أراضي الغابات عن طريق وقف التحويل غير المعوض لمساحة الغابات ، لا سيما في المنحدرات  إلى مناطق زراعية أو حضرية  وتعزيز الحراجة الزراعية ، وأنظمة سبل العيش البديلة ، من أجل خفض الإنبعاثات الكربونية  اوالحد من مخاطر تاكل التربة.,"By 2030, ensuring the rehabilitation and improvement of the productivity of 50 km2 of forest lands by halting uncompensated conversion of forest land, especially on slopes, to agricultural or urban areas, promoting agroforestry, alternative livelihood systems, in order to reduce carbon emissions or mitigate the risks of soil erosion.",Jordan,JOR,LDN Pilot Project,NA,2030,المملكة الأردنية الهاشمية ,The Hashemite Kingdom of Jordan,50.00,"Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
","2 Increase tree-covered area extent
",NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Maintain the current level of SOC
",NA,NA,"9 Increase protected areas
",NA,NA,NA,13 Reduce/halt conversion of multiple land uses,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
•	تحسين الإنتاجية بنسبة 10٪ على الأقل من 1000 كم2 من مناطق الرعي المحمية بحلول عام 2030 من خلال تجنب الرعي الجائر ، وتعزيز الرعي الخاضع للرقابة وإدارة / تحسين المراعي.,"• Increase productivity by at least 10% on at least 1000 km2 of protected grazing areas by 2030 through avoiding overgrazing, promoting controlled grazing, and managing/improving pastures.",Jordan,JOR,LDN Pilot Project,NA,2030,المملكة الأردنية الهاشمية ,The Hashemite Kingdom of Jordan,1000.00,"Reverse
",NA,NA,NA,"4 Restore/improve grasslands
4.1 Restore and improve pastures
4.2 Restore rangeland
4.3 Halt/reduce conversion of grassland to other land cover types
",NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
",NA,NA,"9 Increase protected areas
",NA,"11 General instrument (e.g. policies, economic incentives)",NA,13 Reduce/halt conversion of multiple land uses,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,NA,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
